id,time
0,0.44004264654535236
1,2.9937824579802426
2,6.058910031210292
3,1.2888376116752625
4,0.8678083604935445
5,0.9787645692175085
6,2.5534940592267295
7,0.23640628159046173
8,0.27794712059425586
9,3.244819916558988
10,5.551683626391671
11,1.1600028338370387
12,1.9563647644086317
13,0.5390063307502053
14,8.268616301182545
15,5.016473257180416
16,0.6865306752197671
17,3.89580574631691
18,1.9270283823663539
19,3.1932978467507795
20,5.069635355514664
21,0.46925411188241206
22,4.65354947700645
23,1.04567238778779
24,1.116821865692283
25,0.4359189905903556
26,3.7899352601080225
27,1.7926196726885708
28,0.9715246325189418
29,1.1022121976399633
30,3.731287574226206
31,1.2332999008979522
32,6.973545923829079
33,6.603279660145443
34,15.100070249853713
35,0.9520803717049685
36,4.106067034331235
37,1.1771282716230913
38,0.6393548347638174
39,3.6625336787917395
40,3.089935716632363
41,0.6622823381965811
42,2.0248559279875322
43,0.3967301746209462
44,1.807644239880822
45,9.337882860591916
46,3.949670816912796
47,2.151837034658952
48,7.735980144052795
49,2.624928197126151
50,1.777520495208549
51,4.313767826015299
52,1.0963613512841137
53,3.7324683435938577
54,5.014166231859814
55,7.822764691981402
56,1.4595022960142656
57,10.263436325571753
58,1.5146103352308273
59,1.2490733251685187
60,1.1343535496429964
61,1.060372070832686
62,2.902971981149731
63,1.4414286485095045
64,0.6698914368108553
65,9.751314319444425
66,1.3019415085965937
67,1.9301315546035767
68,0.7611725869503888
69,1.3153190408692215
70,9.208135869918449
71,0.9289027949174247
72,2.01276658475399
73,0.43545723774216394
74,3.133091761307283
75,1.9074314252122655
76,1.5082805567618571
77,0.6423271070732075
78,1.2762212512168019
79,0.44213794325337263
80,0.45211420411413367
81,4.352981626987457
82,1.332422102491061
83,1.7218657461079685
84,0.3950670072526643
85,10.481859629804438
86,2.4954864318236645
87,3.5279655979051223
88,0.8741980556285743
89,0.3095177944862481
90,2.0100382683855114
91,0.7165558735529582
92,3.488324201468266
93,1.4249025240088957
94,1.0503741809816072
95,0.8670101296076012
96,12.78878904292078
97,4.815470392053777
98,0.8485328514467586
99,1.7144840982827274
